Constant,Participant,Face,Context,attract,pitch,base
1,25,19,1,5,96.5,101.89
1,25,20,1,3,99.86,98.54
1,25,21,1,8,94.71,98.82
1,25,22,1,2,95.04,91.03
1,25,23,1,3,92.23,98.54
1,25,24,1,2,95.79,91.03
1,25,25,1,8,94.98,98.82
1,25,26,1,5,95.48,101.89
1,25,27,1,2,99.14,91.03
1,25,28,1,8,91.45,98.82
1,25,29,1,7,89.84,102.24
1,25,30,1,2,95.66,91.03
1,25,31,1,6,93.16,123.58
1,25,32,1,4,94.78,109.04
1,25,1,2,3,98.33,98.54
1,25,2,2,1,90.88,101.92
1,25,3,2,1,90.2,101.92
1,25,4,2,8,91.85,98.82
1,25,5,2,2,125.76,91.03
1,25,6,2,2,93.78,91.03
1,25,7,2,3,88.67,98.54
1,25,8,2,3,88.73,98.54
1,25,9,2,6,94.22,123.58
1,25,10,2,5,91.51,101.89
1,25,11,2,6,94.78,123.58
1,25,12,2,2,93.86,91.03
1,25,13,2,7,96.88,102.24
1,25,14,2,4,102.03,109.04
1,25,15,2,9,93.85,99.42
1,25,16,2,6,90.93,123.58
1,25,17,2,1,91.71,101.92
1,25,18,2,5,89.12,101.89
1,25,19,2,2,97.5,91.03
1,25,20,2,4,96.3,109.04
1,25,21,2,9,91.92,99.42
1,25,22,2,5,89.4,101.89
1,25,23,2,4,99.31,109.04
1,25,24,2,4,98.4,109.04
1,25,25,2,8,90.33,98.82
1,25,26,2,2,87.89,91.03
1,25,27,2,5,85.73,101.89
1,25,28,2,9,93.01,99.42
1,25,29,2,6,92.39,123.58
1,25,30,2,6,94.01,123.58
1,25,31,2,8,88.21,98.82
1,25,32,2,7,90.37,102.24
1,26,1,1,7,145.39,124.25
1,26,2,1,1,122.58,129.81
1,26,3,1,2,134.01,126.74
1,26,4,1,7,130.81,124.25
1,26,5,1,4,132.15,133.56
1,26,6,1,2,125.15,126.74
1,26,7,1,7,138.18,124.25
1,26,8,1,3,106.72,132.24
1,26,9,1,2,133.9,126.74
1,26,10,1,5,124.14,126.06
1,26,11,1,5,131.6,126.06
1,26,12,1,4,111,133.56
1,26,13,1,5,126.33,126.06
1,26,14,1,5,129.61,126.06
1,26,15,1,6,131.29,128.34
1,26,16,1,6,154.08,128.34
1,26,17,1,3,127.36,132.24
1,26,18,1,4,145.2,133.56
1,26,19,1,5,129.08,126.06
1,26,20,1,3,127.35,132.24
1,26,21,1,8,136.5,133.93
1,26,22,1,7,145.12,124.25
1,26,23,1,7,138.22,124.25
1,26,24,1,6,132.82,128.34
1,26,25,1,6,165.7,128.34
1,26,26,1,4,124.26,133.56
1,26,27,1,2,155.59,126.74
1,26,28,1,8,150.75,133.93
1,26,29,1,6,127.11,128.34
1,26,30,1,3,133.47,132.24
1,26,31,1,5,132.91,126.06
1,26,32,1,4,135.45,133.56
1,26,1,2,7,124.91,124.25
1,26,2,2,3,114.08,132.24
1,26,3,2,2,132.17,126.74
1,26,4,2,8,132.84,133.93
1,26,5,2,4,143.99,133.56
1,26,6,2,3,118.99,132.24
1,26,7,2,8,142.04,133.93
1,26,8,2,4,134.24,133.56
1,26,9,2,4,118.92,133.56
1,26,10,2,5,121.4,126.06
1,26,11,2,5,123.6,126.06
1,26,12,2,4,135.52,133.56
1,26,13,2,5,135.76,126.06
1,26,14,2,5,119.8,126.06
1,26,15,2,6,148.33,128.34
1,26,16,2,5,124.58,126.06
1,26,17,2,3,119.87,132.24
1,26,18,2,5,141.94,126.06
1,26,19,2,5,124.85,126.06
1,26,20,2,5,122.23,126.06
1,26,21,2,9,126.44,126.39
1,26,22,2,6,136.3,128.34
1,26,23,2,7,140.47,124.25
1,26,24,2,7,148.19,124.25
1,26,25,2,6,136.88,128.34
1,26,26,2,4,118.15,133.56
1,26,27,2,5,112.59,126.06
1,26,28,2,8,132.61,133.93
1,26,29,2,6,118.55,128.34
1,26,30,2,5,133.9,126.06
1,26,31,2,5,149.1,126.06
1,26,32,2,6,154.47,128.34
1,27,1,1,1,139.1,136.76
1,27,2,1,1,145.18,136.76
1,27,3,1,1,134.48,136.76
1,27,4,1,4,150.28,134.67
1,27,5,1,1,129.78,136.76
1,27,6,1,1,156.54,136.76
1,27,7,1,2,183.31,141.81
1,27,8,1,1,122.02,136.76
1,27,9,1,1,119.88,136.76
1,27,10,1,1,118.31,136.76
1,27,11,1,1,147.9,136.76
1,27,12,1,1,157.07,136.76
1,27,13,1,2,161.86,141.81
1,27,14,1,1,167.13,136.76
1,27,15,1,8,163.63,155.58
1,27,16,1,2,145.24,141.81
1,27,17,1,1,138.02,136.76
1,27,18,1,3,163.41,143.76
1,27,19,1,1,149.15,136.76
1,27,20,1,4,150.25,134.67
1,27,21,1,8,182.62,155.58
1,27,22,1,1,144.26,136.76
1,27,23,1,2,176.91,141.81
1,27,24,1,2,155.25,141.81
1,27,25,1,1,168.44,136.76
1,27,26,1,1,140.43,136.76
1,27,27,1,1,136.5,136.76
1,27,28,1,7,154.06,136.89
1,27,29,1,1,131.33,136.76
1,27,30,1,2,152.23,141.81
1,27,31,1,2,145.44,141.81
1,27,32,1,1,138.49,136.76
1,27,1,2,2,133.94,141.81
1,27,2,2,1,150.77,136.76
1,27,3,2,1,144.64,136.76
1,27,4,2,1,139.94,136.76
1,27,5,2,1,128.91,136.76
1,27,6,2,1,137.21,136.76
1,27,7,2,3,176.69,143.76
1,27,8,2,2,109.56,141.81
1,27,9,2,1,125.84,136.76
1,27,10,2,1,136.42,136.76
1,27,11,2,1,136.37,136.76
1,27,12,2,1,146.83,136.76
1,27,13,2,1,129.1,136.76
1,27,14,2,1,128.94,136.76
1,27,15,2,8,135.97,155.58
1,27,16,2,1,129.22,136.76
1,27,17,2,1,130,136.76
1,27,18,2,2,159.85,141.81
1,27,19,2,1,139.28,136.76
1,27,20,2,1,132.75,136.76
1,27,21,2,9,141.9,140.46
1,27,22,2,1,118.06,136.76
1,27,23,2,2,165.86,141.81
1,27,24,2,1,134.65,136.76
1,27,25,2,2,152.31,141.81
1,27,26,2,1,128.28,136.76
1,27,27,2,1,149.32,136.76
1,27,28,2,5,152.72,134.13
1,27,29,2,1,144.05,136.76
1,27,30,2,1,143.41,136.76
1,27,31,2,1,148.86,136.76
1,27,32,2,1,125.82,136.76
1,28,1,1,5,99.92,99.46
1,28,2,1,2,106.76,100.79
1,28,3,1,4,108.08,98.3
1,28,4,1,6,118.94,97.43
1,28,5,1,3,105.89,101.34
1,28,6,1,1,122.52,103.85
1,28,7,1,5,105.46,99.46
1,28,8,1,2,123.29,100.79
1,28,9,1,4,151.53,98.3
1,28,10,1,4,110.09,98.3
1,28,11,1,5,108.1,99.46
1,28,12,1,2,101.78,100.79
1,28,13,1,3,105.15,101.34
1,28,14,1,2,104.57,100.79
1,28,15,1,7,106.91,98.3
1,28,16,1,6,121.32,97.43
1,28,17,1,1,108.37,103.85
1,28,18,1,3,102.48,101.34
1,28,19,1,3,103.03,101.34
1,28,20,1,1,106.38,103.85
1,28,21,1,8,102.69,93.12
1,28,22,1,5,99.32,99.46
1,28,23,1,5,101.53,99.46
1,28,24,1,3,104.34,101.34
1,28,25,1,2,109.72,100.79
1,28,26,1,3,105.73,101.34
1,28,27,1,2,111.94,100.79
1,28,28,1,7,109.18,98.3
1,28,29,1,4,116.35,98.3
1,28,30,1,3,102.41,101.34
1,28,31,1,6,104.39,97.43
1,28,32,1,3,106.16,101.34
1,28,1,2,5,103.82,99.46
1,28,2,2,2,113.3,100.79
1,28,3,2,4,121.6,98.3
1,28,4,2,5,105.81,99.46
1,28,5,2,5,118.85,99.46
1,28,6,2,1,105.94,103.85
1,28,7,2,6,108.59,97.43
1,28,8,2,1,109,103.85
1,28,9,2,4,111.03,98.3
1,28,10,2,1,111.05,103.85
1,28,11,2,3,110.33,101.34
1,28,12,2,3,104.27,101.34
1,28,13,2,6,119.77,97.43
1,28,14,2,2,113.43,100.79
1,28,15,2,8,115.73,93.12
1,28,16,2,4,110.84,98.3
1,28,17,2,3,107.83,101.34
1,28,18,2,2,112.32,100.79
1,28,19,2,4,98.02,98.3
1,28,20,2,2,112.91,100.79
1,28,21,2,9,111.25,101.22
1,28,22,2,5,103.24,99.46
1,28,23,2,4,137.53,98.3
1,28,24,2,4,147.1,98.3
1,28,25,2,6,107.58,97.43
1,28,26,2,3,107.52,101.34
1,28,27,2,3,104.11,101.34
1,28,28,2,6,110.08,97.43
1,28,29,2,4,132.85,98.3
1,28,30,2,3,105.51,101.34
1,28,31,2,3,106.74,101.34
1,28,32,2,2,98.72,100.79
1,29,1,1,4,114.29,122.13
1,29,2,1,2,104.67,120.32
1,29,3,1,1,106.21,119.3
1,29,4,1,6,105.92,133.56
1,29,5,1,2,108.73,120.32
1,29,6,1,2,115.92,120.32
1,29,7,1,3,111.68,122.13
1,29,8,1,2,106.72,120.32
1,29,9,1,2,112.97,120.32
1,29,10,1,4,112.66,122.13
1,29,11,1,5,113.4,117.86
1,29,12,1,2,110.25,120.32
1,29,13,1,5,112.6,117.86
1,29,14,1,4,107.97,122.13
1,29,15,1,7,112.63,116.71
1,29,16,1,2,104.01,120.32
1,29,17,1,3,122.9,122.13
1,29,18,1,3,113.86,122.13
1,29,19,1,3,111.11,122.13
1,29,20,1,2,108.89,120.32
1,29,21,1,8,109.56,116.47
1,29,22,1,3,115.95,122.13
1,29,23,1,5,111.26,117.86
1,29,24,1,6,112.05,133.56
1,29,25,1,3,111.82,122.13
1,29,26,1,5,110.51,117.86
1,29,27,1,2,117.3,120.32
1,29,28,1,7,109.05,116.71
1,29,29,1,3,113.59,122.13
1,29,30,1,3,113.45,122.13
1,29,31,1,6,134.23,133.56
1,29,32,1,4,121.95,122.13
1,29,1,2,3,110.35,122.13
1,29,2,2,1,108.04,119.3
1,29,3,2,1,106.7,119.3
1,29,4,2,4,111.57,122.13
1,29,5,2,2,111.87,120.32
1,29,6,2,2,108.64,120.32
1,29,7,2,6,115.6,133.56
1,29,8,2,1,115.42,119.3
1,29,9,2,4,110.72,122.13
1,29,10,2,4,111.8,122.13
1,29,11,2,5,109.55,117.86
1,29,12,2,2,114.59,120.32
1,29,13,2,4,111.52,122.13
1,29,14,2,2,113.31,120.32
1,29,15,2,8,118.41,116.47
1,29,16,2,3,113.95,122.13
1,29,17,2,2,111.07,120.32
1,29,18,2,4,107.68,122.13
1,29,19,2,5,107.1,117.86
1,29,20,2,6,110.04,133.56
1,29,21,2,9,113.88,118.83
1,29,22,2,3,113.43,122.13
1,29,23,2,6,102.59,133.56
1,29,24,2,7,112.78,116.71
1,29,25,2,4,112.54,122.13
1,29,26,2,2,110.11,120.32
1,29,27,2,3,108.97,122.13
1,29,28,2,7,108.42,116.71
1,29,29,2,3,111.09,122.13
1,29,30,2,3,111.03,122.13
1,29,31,2,5,111.36,117.86
1,29,32,2,5,107.87,117.86
1,30,1,1,6,93.2,128.74
1,30,2,1,2,102.1,120
1,30,3,1,3,113.71,117.68
1,30,4,1,6,85.85,128.74
1,30,5,1,3,88.98,117.68
1,30,6,1,3,89.78,117.68
1,30,7,1,5,125.14,109.21
1,30,8,1,4,88.35,102.05
1,30,9,1,3,85.68,117.68
1,30,10,1,6,108.86,128.74
1,30,11,1,5,94.54,109.21
1,30,12,1,3,85.9,117.68
1,30,13,1,4,91.23,102.05
1,30,14,1,2,105.57,120
1,30,15,1,9,120.27,110.49
1,30,16,1,6,138.52,128.74
1,30,17,1,2,93.76,120
1,30,18,1,2,92.2,120
1,30,19,1,4,106.73,102.05
1,30,20,1,3,93.04,117.68
1,30,21,1,9,96.62,110.49
1,30,22,1,4,102.55,102.05
1,30,23,1,6,92.96,128.74
1,30,24,1,5,92.09,109.21
1,30,25,1,4,103.07,102.05
1,30,26,1,4,98.64,102.05
1,30,27,1,2,99.14,120
1,30,28,1,8,119.09,102.17
1,30,29,1,6,83.41,128.74
1,30,30,1,3,93.51,117.68
1,30,31,1,7,115.46,96.75
1,30,32,1,6,91.33,128.74
1,30,1,2,7,140.67,96.75
1,30,2,2,3,80.72,117.68
1,30,3,2,3,90.07,117.68
1,30,4,2,8,109.52,102.17
1,30,5,2,3,90.27,117.68
1,30,6,2,2,92.19,120
1,30,7,2,6,89.72,128.74
1,30,8,2,2,127.03,120
1,30,9,2,4,97.85,102.05
1,30,10,2,4,113.98,102.05
1,30,11,2,6,88.04,128.74
1,30,12,2,5,83.83,109.21
1,30,13,2,5,98.95,109.21
1,30,14,2,3,115.54,117.68
1,30,15,2,7,114.89,96.75
1,30,16,2,4,94.12,102.05
1,30,17,2,2,88.25,120
1,30,18,2,4,88.55,102.05
1,30,19,2,3,87.9,117.68
1,30,20,2,4,112.06,102.05
1,30,21,2,8,89.89,102.17
1,30,22,2,5,93.3,109.21
1,30,23,2,6,104.1,128.74
1,30,24,2,4,83.68,102.05
1,30,25,2,6,97.6,128.74
1,30,26,2,6,81.42,128.74
1,30,27,2,2,90.88,120
1,30,28,2,8,85.44,102.17
1,30,29,2,5,120.2,109.21
1,30,30,2,3,80.4,117.68
1,30,31,2,8,107.4,102.17
1,30,32,2,4,85.88,102.05
