Constant,Participant,Face,Context,attract,pitch,base
1,13,9,1,2,109.78,113.35
1,13,10,1,2,111.58,113.35
1,13,11,1,2,108.97,113.35
1,13,12,1,1,106.83,111.47
1,13,13,1,2,103.96,113.35
1,13,14,1,2,111.69,113.35
1,13,15,1,6,106.45,105.79
1,13,16,1,2,106.69,113.35
1,13,17,1,1,109.5,111.47
1,13,18,1,1,111.02,111.47
1,13,19,1,4,107.58,117.29
1,13,20,1,5,107.4,108.51
1,13,21,1,6,106.7,105.79
1,13,22,1,2,112.71,113.35
1,13,23,1,3,108.59,106.74
1,13,24,1,4,116.02,117.29
1,13,25,1,3,104.93,106.74
1,13,26,1,3,107.01,106.74
1,13,27,1,5,104.53,108.51
1,13,28,1,5,107.5,108.51
1,13,29,1,1,115.52,111.47
1,13,30,1,1,107.95,111.47
1,13,31,1,1,106.44,111.47
1,13,32,1,3,111.94,106.74
1,13,1,2,4,120.78,117.29
1,13,2,2,1,115.44,111.47
1,13,3,2,1,114.8,111.47
1,13,4,2,5,110.85,108.51
1,13,5,2,5,114.65,108.51
1,13,6,2,2,124.29,113.35
1,13,7,2,4,122.09,117.29
1,13,8,2,2,125.49,113.35
1,13,9,2,2,124.93,113.35
1,13,10,2,3,118.14,106.74
1,13,11,2,4,115.36,117.29
1,13,12,2,2,119.85,113.35
1,13,13,2,4,120.37,117.29
1,13,14,2,4,117.02,117.29
1,13,15,2,6,112.14,105.79
1,13,16,2,2,126.25,113.35
1,13,17,2,1,122.08,111.47
1,13,18,2,2,118.87,113.35
1,13,19,2,4,123.18,117.29
1,13,20,2,4,123.4,117.29
1,13,21,2,7,119.29,112.43
1,13,22,2,4,129.55,117.29
1,13,23,2,2,121.66,113.35
1,13,24,2,5,121.6,108.51
1,13,25,2,4,108.34,117.29
1,13,26,2,3,117.16,106.74
1,13,27,2,3,116.56,106.74
1,13,28,2,6,114.8,105.79
1,13,29,2,2,110.55,113.35
1,13,30,2,2,118.59,113.35
1,13,31,2,2,119.46,113.35
1,13,32,2,2,114.18,113.35
1,14,1,1,3,128.56,128.77
1,14,2,1,1,113.99,122.43
1,14,3,1,3,113.95,128.77
1,14,4,1,5,110.47,119.03
1,14,5,1,1,114.12,122.43
1,14,6,1,1,115.35,122.43
1,14,7,1,2,116.57,129.31
1,14,8,1,1,112.67,122.43
1,14,9,1,3,110.34,128.77
1,14,10,1,3,110.87,128.77
1,14,11,1,4,108.27,123.77
1,14,12,1,1,112.5,122.43
1,14,13,1,3,120.91,128.77
1,14,14,1,2,116.24,129.31
1,14,15,1,5,109.16,119.03
1,14,16,1,4,110.02,123.77
1,14,17,1,1,114.9,122.43
1,14,18,1,1,118.25,122.43
1,14,19,1,2,126.59,129.31
1,14,20,1,2,124.15,129.31
1,14,21,1,8,116.02,121.46
1,14,22,1,2,120.19,129.31
1,14,23,1,2,120.28,129.31
1,14,24,1,3,109.55,128.77
1,14,25,1,8,111.28,121.46
1,14,26,1,4,107.92,123.77
1,14,27,1,1,114.74,122.43
1,14,28,1,8,120.98,121.46
1,14,29,1,5,114.85,119.03
1,14,30,1,2,113.78,129.31
1,14,31,1,3,118.68,128.77
1,14,32,1,4,118.74,123.77
1,14,1,2,3,120.31,128.77
1,14,2,2,8,119.22,121.46
1,14,3,2,3,102.18,128.77
1,14,4,2,6,119.44,137.72
1,14,5,2,3,118.09,128.77
1,14,6,2,1,128.78,122.43
1,14,7,2,5,111.23,119.03
1,14,8,2,2,111.43,129.31
1,14,9,2,3,123.43,128.77
1,14,10,2,6,116.51,137.72
1,14,11,2,4,108.02,123.77
1,14,12,2,2,159.28,129.31
1,14,13,2,6,118.38,137.72
1,14,14,2,3,112.93,128.77
1,14,15,2,5,115.35,119.03
1,14,16,2,5,105.83,119.03
1,14,17,2,1,124.51,122.43
1,14,18,2,1,121.72,122.43
1,14,19,2,3,128.3,128.77
1,14,20,2,3,112.88,128.77
1,14,21,2,8,121.98,121.46
1,14,22,2,5,108.75,119.03
1,14,23,2,3,111.73,128.77
1,14,24,2,7,119.62,118.01
1,14,25,2,8,121.19,121.46
1,14,26,2,4,120.63,123.77
1,14,27,2,3,110.01,128.77
1,14,28,2,8,131.14,121.46
1,14,29,2,5,115.64,119.03
1,14,30,2,2,121.55,129.31
1,14,31,2,3,120.1,128.77
1,14,32,2,5,108.11,119.03
1,15,1,1,6,92.15,109.76
1,15,2,1,1,94.96,88.57
1,15,3,1,2,95.35,94
1,15,4,1,5,111.46,85.88
1,15,5,1,1,99.27,88.57
1,15,6,1,1,107.7,88.57
1,15,7,1,3,113.37,89.62
1,15,8,1,2,98.96,94
1,15,9,1,2,107.12,94
1,15,10,1,4,111.15,93.92
1,15,11,1,3,99.13,89.62
1,15,12,1,3,93.64,89.62
1,15,13,1,5,91.71,85.88
1,15,14,1,2,101.02,94
1,15,15,1,7,95.65,89.12
1,15,16,1,5,92.99,85.88
1,15,17,1,2,90.71,94
1,15,18,1,3,109.67,89.62
1,15,19,1,2,101.35,94
1,15,20,1,4,102.06,93.92
1,15,21,1,8,128.07,88.27
1,15,22,1,3,98.52,89.62
1,15,23,1,3,97.28,89.62
1,15,24,1,4,98.2,93.92
1,15,25,1,6,131.02,109.76
1,15,26,1,5,94.18,85.88
1,15,27,1,1,87.58,88.57
1,15,28,1,9,100.52,92.65
1,15,29,1,5,92.92,85.88
1,15,30,1,4,99.87,93.92
1,15,31,1,6,96.65,109.76
1,15,32,1,6,123.59,109.76
1,15,1,2,6,89.2,109.76
1,15,2,2,1,96.52,88.57
1,15,3,2,4,101.31,93.92
1,15,4,2,7,101.01,89.12
1,15,5,2,6,120.95,109.76
1,15,6,2,1,93.59,88.57
1,15,7,2,4,98.13,93.92
1,15,8,2,1,93.15,88.57
1,15,9,2,3,102.07,89.62
1,15,10,2,5,88.74,85.88
1,15,11,2,2,95.79,94
1,15,12,2,3,100.76,89.62
1,15,13,2,5,108.14,85.88
1,15,14,2,2,104.17,94
1,15,15,2,7,105.37,89.12
1,15,16,2,4,98.68,93.92
1,15,17,2,1,98.06,88.57
1,15,18,2,2,93.37,94
1,15,19,2,4,94.09,93.92
1,15,20,2,2,101.85,94
1,15,21,2,9,102.85,92.65
1,15,22,2,1,90.4,88.57
1,15,23,2,4,97.93,93.92
1,15,24,2,5,102.85,85.88
1,15,25,2,6,112.43,109.76
1,15,26,2,3,94.91,89.62
1,15,27,2,1,100,88.57
1,15,28,2,8,89.82,88.27
1,15,29,2,6,96.08,109.76
1,15,30,2,4,96.88,93.92
1,15,31,2,8,108.51,88.27
1,15,32,2,5,88.66,85.88
1,16,1,1,6,109.28,123.02
1,16,2,1,1,105.71,105.07
1,16,3,1,1,112.45,105.07
1,16,4,1,3,103.71,106.74
1,16,5,1,2,107.95,104.11
1,16,6,1,1,109.23,105.07
1,16,7,1,4,105.97,106.82
1,16,8,1,1,111.94,105.07
1,16,9,1,2,105.38,104.11
1,16,10,1,1,117.1,105.07
1,16,11,1,2,108.01,104.11
1,16,12,1,1,108.66,105.07
1,16,13,1,3,104.11,106.74
1,16,14,1,1,109.65,105.07
1,16,15,1,6,122.03,123.02
1,16,16,1,5,110.61,102.46
1,16,17,1,1,110.99,105.07
1,16,18,1,2,103.96,104.11
1,16,19,1,1,108.42,105.07
1,16,20,1,1,107.66,105.07
1,16,21,1,8,112.13,106.75
1,16,22,1,1,108.22,105.07
1,16,23,1,2,141.25,104.11
1,16,24,1,2,103.25,104.11
1,16,25,1,6,112.27,123.02
1,16,26,1,3,111.56,106.74
1,16,27,1,3,111.61,106.74
1,16,28,1,5,109.45,102.46
1,16,29,1,2,109.9,104.11
1,16,30,1,1,109.58,105.07
1,16,31,1,3,108.49,106.74
1,16,32,1,1,111.48,105.07
1,16,1,2,2,105.97,104.11
1,16,2,2,1,105.79,105.07
1,16,3,2,1,104.21,105.07
1,16,4,2,5,108.97,102.46
1,16,5,2,3,110.63,106.74
1,16,6,2,1,109.86,105.07
1,16,7,2,2,122.07,104.11
1,16,8,2,1,104.8,105.07
1,16,9,2,2,125.26,104.11
1,16,10,2,1,111.92,105.07
1,16,11,2,3,107.17,106.74
1,16,12,2,1,110.07,105.07
1,16,13,2,4,121.6,106.82
1,16,14,2,1,108.65,105.07
1,16,15,2,7,111.81,104.06
1,16,16,2,6,108.13,123.02
1,16,17,2,1,110.82,105.07
1,16,18,2,3,106.37,106.74
1,16,19,2,1,108.09,105.07
1,16,20,2,3,114.23,106.74
1,16,21,2,9,110.77,106.37
1,16,22,2,2,113.56,104.11
1,16,23,2,5,106.54,102.46
1,16,24,2,5,106.34,102.46
1,16,25,2,6,108.08,123.02
1,16,26,2,1,108.12,105.07
1,16,27,2,2,125.47,104.11
1,16,28,2,8,115.47,106.75
1,16,29,2,2,110.53,104.11
1,16,30,2,1,108,105.07
1,16,31,2,4,112.94,106.82
1,16,32,2,4,103.38,106.82
1,17,1,1,2,141.79,141.93
1,17,2,1,1,140.27,141.96
1,17,3,1,1,143.23,141.96
1,17,4,1,5,144.36,142.92
1,17,5,1,2,142.05,141.93
1,17,6,1,1,139.2,141.96
1,17,7,1,2,141.34,141.93
1,17,8,1,1,142.23,141.96
1,17,9,1,3,139.94,141.62
1,17,10,1,3,140.8,141.62
1,17,11,1,3,139.14,141.62
1,17,12,1,1,138.53,141.96
1,17,13,1,5,136.87,142.92
1,17,14,1,2,150.64,141.93
1,17,15,1,7,135.52,139.26
1,17,16,1,2,144.81,141.93
1,17,17,1,2,148.31,141.93
1,17,18,1,4,155.2,142.9
1,17,19,1,2,139.31,141.93
1,17,20,1,2,144.26,141.93
1,17,21,1,8,135.52,139.54
1,17,22,1,6,150.76,140.57
1,17,23,1,4,142.41,142.9
1,17,24,1,6,139.18,140.57
1,17,25,1,6,139.85,140.57
1,17,26,1,5,137.09,142.92
1,17,27,1,2,147.9,141.93
1,17,28,1,7,143.35,139.26
1,17,29,1,5,134.91,142.92
1,17,30,1,4,147.18,142.9
1,17,31,1,3,140.1,141.62
1,17,32,1,7,138.44,139.26
1,17,1,2,4,136.64,142.9
1,17,2,2,1,146.42,141.96
1,17,3,2,3,145.67,141.62
1,17,4,2,7,138.77,139.26
1,17,5,2,2,143.58,141.93
1,17,6,2,1,137.17,141.96
1,17,7,2,3,152.46,141.62
1,17,8,2,1,145.02,141.96
1,17,9,2,3,122.74,141.62
1,17,10,2,4,134.24,142.9
1,17,11,2,5,133.66,142.92
1,17,12,2,1,134.52,141.96
1,17,13,2,7,139,139.26
1,17,14,2,3,129.41,141.62
1,17,15,2,8,140.38,139.54
1,17,16,2,3,143.45,141.62
1,17,17,2,3,140.97,141.62
1,17,18,2,4,139.2,142.9
1,17,19,2,6,151.54,140.57
1,17,20,2,3,146.78,141.62
1,17,21,2,8,146.29,139.54
1,17,22,2,7,141.64,139.26
1,17,23,2,5,135.14,142.92
1,17,24,2,6,148.12,140.57
1,17,25,2,7,141.08,139.26
1,17,26,2,5,131.87,142.92
1,17,27,2,4,140.33,142.9
1,17,28,2,8,147.33,139.54
1,17,29,2,5,141.88,142.92
1,17,30,2,7,139.98,139.26
1,17,31,2,5,138.31,142.92
1,17,32,2,5,134.65,142.92
1,18,1,1,1,118.61,104.23
1,18,2,1,1,122.51,104.23
1,18,3,1,1,122.01,104.23
1,18,4,1,3,122.64,104.58
1,18,5,1,1,118.55,104.23
1,18,6,1,1,117.88,104.23
1,18,7,1,2,120.27,104.79
1,18,8,1,1,117.74,104.23
1,18,9,1,1,119.79,104.23
1,18,10,1,1,117.28,104.23
1,18,11,1,2,112.75,104.79
1,18,12,1,1,123.23,104.23
1,18,13,1,2,117.2,104.79
1,18,14,1,1,124.32,104.23
1,18,15,1,8,119.97,106.3
1,18,16,1,1,115.51,104.23
1,18,17,1,1,116.84,104.23
1,18,18,1,1,116.86,104.23
1,18,19,1,2,114.2,104.79
1,18,20,1,2,116.17,104.79
1,18,21,1,8,126.14,106.3
1,18,22,1,1,120.29,104.23
1,18,23,1,3,120.52,104.58
1,18,24,1,1,119.57,104.23
1,18,25,1,5,118.72,102.47
1,18,26,1,1,118.71,104.23
1,18,27,1,2,118.28,104.79
1,18,28,1,6,116.7,103
1,18,29,1,1,119.91,104.23
1,18,30,1,1,118.95,104.23
1,18,31,1,2,127.18,104.79
1,18,32,1,2,117.62,104.79
1,18,1,2,1,115.11,104.23
1,18,2,2,1,120.41,104.23
1,18,3,2,1,119.72,104.23
1,18,4,2,2,116.51,104.79
1,18,5,2,1,117.33,104.23
1,18,6,2,1,119.5,104.23
1,18,7,2,1,116.18,104.23
1,18,8,2,1,117.9,104.23
1,18,9,2,1,117.03,104.23
1,18,10,2,1,119.56,104.23
1,18,11,2,1,122.07,104.23
1,18,12,2,1,118.44,104.23
1,18,13,2,3,123.05,104.58
1,18,14,2,1,120.41,104.23
1,18,15,2,8,124.22,106.3
1,18,16,2,1,118.39,104.23
1,18,17,2,1,115.8,104.23
1,18,18,2,1,118.45,104.23
1,18,19,2,1,116.89,104.23
1,18,20,2,1,115.95,104.23
1,18,21,2,9,121.53,107.31
1,18,22,2,1,119.91,104.23
1,18,23,2,1,119.06,104.23
1,18,24,2,1,114.82,104.23
1,18,25,2,1,122.04,104.23
1,18,26,2,1,114.86,104.23
1,18,27,2,1,118.38,104.23
1,18,28,2,5,118.56,102.47
1,18,29,2,1,117.58,104.23
1,18,30,2,1,121.23,104.23
1,18,31,2,1,119.32,104.23
1,18,32,2,2,118.32,104.79
1,19,1,1,1,107.13,106.8
1,19,2,1,1,111.97,106.8
1,19,3,1,1,102.73,106.8
1,19,4,1,4,105.55,112.4
1,19,5,1,1,103.35,106.8
1,19,6,1,1,106.24,106.8
1,19,7,1,1,109.92,106.8
1,19,8,1,1,102.32,106.8
1,19,9,1,1,102.46,106.8
1,19,10,1,1,108.12,106.8
1,19,11,1,1,104.23,106.8
1,19,12,1,1,104.62,106.8
1,19,13,1,3,102.86,111.41
1,19,14,1,1,110.8,106.8
1,19,15,1,5,107.54,115.55
1,19,16,1,1,114,106.8
1,19,17,1,1,108.17,106.8
1,19,18,1,3,107.53,111.41
1,19,19,1,2,106.07,118.5
1,19,20,1,1,110.66,106.8
1,19,21,1,5,104.24,115.55
1,19,22,1,2,109.1,118.5
1,19,23,1,3,113.3,111.41
1,19,24,1,3,104.18,111.41
1,19,25,1,3,104.11,111.41
1,19,26,1,3,103.83,111.41
1,19,27,1,2,131.58,118.5
1,19,28,1,5,111.7,115.55
1,19,29,1,3,100.62,111.41
1,19,30,1,1,105.09,106.8
1,19,31,1,3,120.89,111.41
1,19,32,1,4,179.53,112.4
1,19,1,2,1,116.17,106.8
1,19,2,2,1,112.61,106.8
1,19,3,2,1,109.23,106.8
1,19,4,2,5,120.69,115.55
1,19,5,2,1,122.57,106.8
1,19,6,2,1,104.94,106.8
1,19,7,2,2,108.3,118.5
1,19,8,2,1,114.74,106.8
1,19,9,2,1,123.97,106.8
1,19,10,2,1,107.96,106.8
1,19,11,2,2,117.59,118.5
1,19,12,2,1,103.25,106.8
1,19,13,2,5,103.3,115.55
1,19,14,2,3,101.64,111.41
1,19,15,2,7,113.87,106.46
1,19,16,2,1,117.02,106.8
1,19,17,2,1,108.48,106.8
1,19,18,2,2,111.96,118.5
1,19,19,2,4,87.72,112.4
1,19,20,2,2,157.24,118.5
1,19,21,2,8,105.12,123.8
1,19,22,2,3,114.2,111.41
1,19,23,2,1,110.17,106.8
1,19,24,2,3,112.72,111.41
1,19,25,2,3,100.39,111.41
1,19,26,2,4,89.16,112.4
1,19,27,2,1,110.27,106.8
1,19,28,2,8,105.16,123.8
1,19,29,2,3,118.58,111.41
1,19,30,2,2,121.52,118.5
1,19,31,2,6,117.53,148.1
1,19,32,2,4,89.4,112.4
1,20,1,1,5,110.3,106.74
1,20,2,1,1,122.1,112.46
1,20,3,1,3,119.49,109.42
1,20,4,1,7,123.89,110.31
1,20,5,1,4,116.93,113.48
1,20,6,1,3,118.8,109.42
1,20,7,1,6,154.57,121.78
1,20,8,1,3,118.59,109.42
1,20,9,1,3,114.9,109.42
1,20,10,1,2,122.19,119.18
1,20,11,1,5,112.53,106.74
1,20,12,1,2,108.23,119.18
1,20,13,1,4,115.45,113.48
1,20,14,1,4,91.37,113.48
1,20,15,1,6,186.26,121.78
1,20,16,1,5,115.28,106.74
1,20,17,1,2,115.94,119.18
1,20,18,1,4,111.91,113.48
1,20,19,1,3,123.35,109.42
1,20,20,1,4,113.9,113.48
1,20,21,1,7,118.2,110.31
1,20,22,1,4,126.23,113.48
1,20,23,1,5,114.96,106.74
1,20,24,1,4,115.41,113.48
1,20,25,1,4,116.4,113.48
1,20,26,1,3,123.33,109.42
1,20,27,1,3,111,109.42
1,20,28,1,7,130.26,110.31
1,20,29,1,5,144.53,106.74
1,20,30,1,2,111.33,119.18
1,20,31,1,3,120.43,109.42
1,20,32,1,5,113.58,106.74
1,20,1,2,5,110.19,106.74
1,20,2,2,1,113.41,112.46
1,20,3,2,4,122.68,113.48
1,20,4,2,5,113.74,106.74
1,20,5,2,4,114.52,113.48
1,20,6,2,3,122.75,109.42
1,20,7,2,6,181.56,121.78
1,20,8,2,3,117.09,109.42
1,20,9,2,4,137.2,113.48
1,20,10,2,2,113.13,119.18
1,20,11,2,4,113.01,113.48
1,20,12,2,2,117.21,119.18
1,20,13,2,5,117.89,106.74
1,20,14,2,4,120.58,113.48
1,20,15,2,7,110,110.31
1,20,16,2,4,119.71,113.48
1,20,17,2,3,113.96,109.42
1,20,18,2,3,123.59,109.42
1,20,19,2,4,119.12,113.48
1,20,20,2,5,116.57,106.74
1,20,21,2,7,113.14,110.31
1,20,22,2,5,96.79,106.74
1,20,23,2,6,121.78,121.78
1,20,24,2,4,139.56,113.48
1,20,25,2,4,115.71,113.48
1,20,26,2,3,105.91,109.42
1,20,27,2,3,148.18,109.42
1,20,28,2,8,136.4,132.3
1,20,29,2,4,123.91,113.48
1,20,30,2,3,116.85,109.42
1,20,31,2,5,114.75,106.74
1,20,32,2,4,147.55,113.48
1,21,1,1,4,108.25,118.67
1,21,2,1,1,102.73,102.72
1,21,3,1,1,101.78,102.72
1,21,4,1,4,104.52,118.67
1,21,5,1,1,102.32,102.72
1,21,6,1,1,95.5,102.72
1,21,7,1,4,105.11,118.67
1,21,8,1,1,101.51,102.72
1,21,9,1,3,103.63,103.86
1,21,10,1,2,109.75,103.24
1,21,11,1,3,101.39,103.86
1,21,12,1,1,102.66,102.72
1,21,13,1,3,100.71,103.86
1,21,14,1,3,96.16,103.86
1,21,15,1,7,92.36,99.87
1,21,16,1,1,99.75,102.72
1,21,17,1,2,123.98,103.24
1,21,18,1,2,97.9,103.24
1,21,19,1,2,99.31,103.24
1,21,20,1,1,97.83,102.72
1,21,21,1,1,99.07,102.72
1,21,22,1,1,92.24,102.72
1,21,23,1,3,101.01,103.86
1,21,24,1,2,116.12,103.24
1,21,25,1,4,108.52,118.67
1,21,26,1,2,95.9,103.24
1,21,27,1,2,95.83,103.24
1,21,28,1,5,99.09,100.24
1,21,29,1,2,93.39,103.24
1,21,30,1,2,107.81,103.24
1,21,31,1,2,94.24,103.24
1,21,32,1,2,101.82,103.24
1,21,1,2,3,102.18,103.86
1,21,2,2,1,101.03,102.72
1,21,3,2,1,96.36,102.72
1,21,4,2,5,104.78,100.24
1,21,5,2,2,108.8,103.24
1,21,6,2,1,110.29,102.72
1,21,7,2,4,114.5,118.67
1,21,8,2,1,104.61,102.72
1,21,9,2,3,113.52,103.86
1,21,10,2,2,96.79,103.24
1,21,11,2,3,108.57,103.86
1,21,12,2,1,112.33,102.72
1,21,13,2,3,115.01,103.86
1,21,14,2,2,94.09,103.24
1,21,15,2,7,100.87,99.87
1,21,16,2,2,101.59,103.24
1,21,17,2,1,102.82,102.72
1,21,18,2,1,98.03,102.72
1,21,19,2,1,110.65,102.72
1,21,20,2,2,105.07,103.24
1,21,21,2,7,100.41,99.87
1,21,22,2,2,102.32,103.24
1,21,23,2,2,102.67,103.24
1,21,24,2,2,109.2,103.24
1,21,25,2,4,120.15,118.67
1,21,26,2,2,106.86,103.24
1,21,27,2,1,100.01,102.72
1,21,28,2,7,106.65,99.87
1,21,29,2,2,96.51,103.24
1,21,30,2,3,104.92,103.86
1,21,31,2,3,109.29,103.86
1,21,32,2,2,99.18,103.24
1,22,1,1,4,148.99,88.18
1,22,2,1,1,90.74,87.49
1,22,3,1,1,92.55,87.49
1,22,4,1,7,87.02,85.76
1,22,5,1,2,92.65,87.95
1,22,6,1,2,98.22,87.95
1,22,7,1,4,143.64,88.18
1,22,8,1,2,107.07,87.95
1,22,9,1,2,92,87.95
1,22,10,1,4,122.93,88.18
1,22,11,1,4,119.6,88.18
1,22,12,1,5,92.08,87.1
1,22,13,1,5,93.19,87.1
1,22,14,1,3,93.09,86.8
1,22,15,1,9,90.2,87.93
1,22,16,1,2,91.13,87.95
1,22,17,1,3,91.34,86.8
1,22,18,1,4,99.79,88.18
1,22,19,1,5,96.54,87.1
1,22,20,1,3,87.33,86.8
1,22,21,1,9,90.69,87.93
1,22,22,1,6,105.31,93.51
1,22,23,1,4,94.75,88.18
1,22,24,1,6,99.78,93.51
1,22,25,1,5,105.62,87.1
1,22,26,1,3,88.92,86.8
1,22,27,1,2,97.81,87.95
1,22,28,1,9,86.92,87.93
1,22,29,1,5,93.7,87.1
1,22,30,1,2,97.83,87.95
1,22,31,1,3,92.08,86.8
1,22,32,1,5,90,87.1
1,22,1,2,5,88.86,87.1
1,22,2,2,2,105.86,87.95
1,22,3,2,3,87.57,86.8
1,22,4,2,8,96.78,92.74
1,22,5,2,2,92.97,87.95
1,22,6,2,1,95.41,87.49
1,22,7,2,2,98.18,87.95
1,22,8,2,2,90.44,87.95
1,22,9,2,3,87.37,86.8
1,22,10,2,5,88.76,87.1
1,22,11,2,4,91.56,88.18
1,22,12,2,3,88.39,86.8
1,22,13,2,4,96.12,88.18
1,22,14,2,3,88.69,86.8
1,22,15,2,8,96.14,92.74
1,22,16,2,5,88.96,87.1
1,22,17,2,3,89.84,86.8
1,22,18,2,1,90.48,87.49
1,22,19,2,4,92.99,88.18
1,22,20,2,2,96.38,87.95
1,22,21,2,9,92.84,87.93
1,22,22,2,5,90.1,87.1
1,22,23,2,4,133.16,88.18
1,22,24,2,7,87.99,85.76
1,22,25,2,7,93.36,85.76
1,22,26,2,3,85.63,86.8
1,22,27,2,1,82.5,87.49
1,22,28,2,8,112.81,92.74
1,22,29,2,4,146.69,88.18
1,22,30,2,2,94.42,87.95
1,22,31,2,7,97.35,85.76
1,22,32,2,6,90.96,93.51
1,23,1,1,5,90.49,93.98
1,23,2,1,3,90.9,87.24
1,23,3,1,2,93.58,105.1
1,23,4,1,7,94,96.85
1,23,5,1,3,96.97,87.24
1,23,6,1,1,89.19,100.49
1,23,7,1,4,100.71,92.3
1,23,8,1,3,91.84,87.24
1,23,9,1,2,87.86,105.1
1,23,10,1,5,90.61,93.98
1,23,11,1,4,96.04,92.3
1,23,12,1,5,90.81,93.98
1,23,13,1,6,93.85,89.89
1,23,14,1,5,89.44,93.98
1,23,15,1,9,93.65,91.1
1,23,16,1,4,96.59,92.3
1,23,17,1,4,112.41,92.3
1,23,18,1,2,90.33,105.1
1,23,19,1,5,90.72,93.98
1,23,20,1,5,91.5,93.98
1,23,21,1,9,94.78,91.1
1,23,22,1,6,93.67,89.89
1,23,23,1,5,115.23,93.98
1,23,24,1,4,99.73,92.3
1,23,25,1,7,96.86,96.85
1,23,26,1,3,93.17,87.24
1,23,27,1,2,89.8,105.1
1,23,28,1,8,91.25,91.07
1,23,29,1,4,94.46,92.3
1,23,30,1,5,100.64,93.98
1,23,31,1,5,96.21,93.98
1,23,32,1,6,98.2,89.89
1,23,1,2,5,97.38,93.98
1,23,2,2,3,88.04,87.24
1,23,3,2,2,92.11,105.1
1,23,4,2,8,104.09,91.07
1,23,5,2,3,101.85,87.24
1,23,6,2,5,89.42,93.98
1,23,7,2,3,90.41,87.24
1,23,8,2,4,74.25,92.3
1,23,9,2,4,92.71,92.3
1,23,10,2,4,82.79,92.3
1,23,11,2,5,102.12,93.98
1,23,12,2,4,96.87,92.3
1,23,13,2,7,96.69,96.85
1,23,14,2,4,124.06,92.3
1,23,15,2,8,93.64,91.07
1,23,16,2,2,112.8,105.1
1,23,17,2,6,98.35,89.89
1,23,18,2,3,113.52,87.24
1,23,19,2,5,112.67,93.98
1,23,20,2,7,112.81,96.85
1,23,21,2,9,89.54,91.1
1,23,22,2,5,96.28,93.98
1,23,23,2,6,99.26,89.89
1,23,24,2,4,88.65,92.3
1,23,25,2,6,102.46,89.89
1,23,26,2,5,101.53,93.98
1,23,27,2,3,85.21,87.24
1,23,28,2,8,88.93,91.07
1,23,29,2,6,101.07,89.89
1,23,30,2,4,95.35,92.3
1,23,31,2,5,89.21,93.98
1,23,32,2,4,77.91,92.3
1,24,1,1,2,82.63,82.99
1,24,2,1,1,88.58,84.49
1,24,3,1,1,87.43,84.49
1,24,4,1,4,80.12,83.61
1,24,5,1,1,89.77,84.49
1,24,6,1,1,84.64,84.49
1,24,7,1,3,86.48,86.9
1,24,8,1,1,86.33,84.49
1,24,9,1,1,83.06,84.49
1,24,10,1,1,84.04,84.49
1,24,11,1,1,88.1,84.49
1,24,12,1,1,87.89,84.49
1,24,13,1,2,94.94,82.99
1,24,14,1,1,84.75,84.49
1,24,15,1,8,88.12,86.85
1,24,16,1,1,85.65,84.49
1,24,17,1,1,83.55,84.49
1,24,18,1,1,83.85,84.49
1,24,19,1,1,98.25,84.49
1,24,20,1,1,86.23,84.49
1,24,21,1,8,88.69,86.85
1,24,22,1,1,82.21,84.49
1,24,23,1,5,87.11,83.56
1,24,24,1,2,83.84,82.99
1,24,25,1,1,92.13,84.49
1,24,26,1,1,84,84.49
1,24,27,1,1,83.9,84.49
1,24,28,1,7,83.87,85.53
1,24,29,1,1,89.26,84.49
1,24,30,1,1,91.1,84.49
1,24,31,1,2,83.33,82.99
1,24,32,1,3,83.61,86.9
1,24,1,2,2,100.84,82.99
1,24,2,2,1,87.88,84.49
1,24,3,2,1,88.1,84.49
1,24,4,2,4,82.72,83.61
1,24,5,2,1,96.6,84.49
1,24,6,2,1,89.54,84.49
1,24,7,2,2,92.42,82.99
1,24,8,2,1,92.98,84.49
1,24,9,2,1,88.44,84.49
1,24,10,2,1,87.33,84.49
1,24,11,2,1,86.2,84.49
1,24,12,2,1,87.85,84.49
1,24,13,2,1,90.04,84.49
1,24,14,2,1,90.09,84.49
1,24,15,2,9,88.61,85.94
1,24,16,2,1,86.86,84.49
1,24,17,2,1,92.67,84.49
1,24,18,2,1,89.05,84.49
1,24,19,2,1,87.6,84.49
1,24,20,2,1,90.27,84.49
1,24,21,2,9,86.69,85.94
1,24,22,2,1,93.1,84.49
1,24,23,2,5,102.96,83.56
1,24,24,2,1,85.65,84.49
1,24,25,2,1,84.84,84.49
1,24,26,2,1,84.77,84.49
1,24,27,2,1,85.91,84.49
1,24,28,2,5,82.39,83.56
1,24,29,2,1,89.26,84.49
1,24,30,2,1,92.22,84.49
1,24,31,2,2,95.89,82.99
1,24,32,2,2,85.01,82.99
1,25,1,1,1,95.37,101.92
1,25,2,1,1,93.85,101.92
1,25,3,1,1,90.65,101.92
1,25,4,1,6,90.07,123.58
1,25,5,1,1,95.05,101.92
1,25,6,1,1,95.58,101.92
1,25,7,1,3,94.3,98.54
1,25,8,1,2,97.01,91.03
1,25,9,1,5,91.64,101.89
1,25,10,1,4,93.01,109.04
1,25,11,1,4,94.86,109.04
1,25,12,1,1,94.32,101.92
1,25,13,1,4,93.03,109.04
1,25,14,1,2,93.86,91.03
1,25,15,1,8,89.12,98.82
1,25,16,1,5,91.67,101.89
1,25,17,1,1,96.05,101.92
1,25,18,1,4,103.79,109.04
